fast_threshold,response_cutoff,max_keypoints,n_bins_x,n_bins_y,n_threshold_levels,threshold_max,n_dist_bits,dist_max_m,n_aruco_bins,angular_dead_zone,n_inputs,decay,threshold,reset,lr_shift,w_init,t_pre,t_post,tau_e_shift,dw_pos,dw_neg,w_min,w_max,mode,reward_shift,punish_shift,feedback,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,32,8,255,rstdp,2,2,False,0.16394407652685797,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,32,8,255,rstdp,2,2,True,0.18743193524650476,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,0,False,0.1764532744665195,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,0,True,0.1851655629139073,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,1,False,0.1738337012509198,0.0,0.5990109890109889,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,1,True,0.1869021339220015,0.0,0.6013186813186813,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,2,False,0.17577630610743195,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,0,2,True,0.17592347314201617,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,0,False,0.17445180279617367,0.0,0.5996703296703296,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,0,True,0.18548933038999266,0.0,0.599010989010989,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,1,False,0.18404709345106696,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,1,True,0.1760412067696836,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,2,False,0.1647093451066961,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,1,2,True,0.18437086092715232,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,0,False,0.20385577630610743,0.0,0.5974725274725274,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,0,True,0.19902869757174393,0.0,0.5924175824175824,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,1,False,0.1836055923473142,0.0,0.6015384615384616,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,1,True,0.18916850625459897,0.0,0.6021978021978022,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,2,False,0.18278145695364237,0.0,0.6016483516483516,0.0
10,0,500,4,3,10,50,4,1.5,7,0.15,23,128,1024,0,3,64.0,2,3,3,128,64,8,255,rstdp,2,2,True,0.17780721118469464,0.0,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,0,False,0.18819720382634292,5.8866813833713394e-05,0.5928021978021978,0.0018131868131868178
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,0,True,0.188962472406181,0.0007652685798381353,0.5911538461538461,5.4945054945076954e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,1,False,0.1796467991169978,0.0018984547461368684,0.5873076923076923,0.0018131868131867623
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,1,True,0.18235467255334806,0.0050772626931567255,0.5915934065934065,0.0019230769230769162
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,2,False,0.18793230316409126,0.005386313465783665,0.5925824175824175,0.0053296703296703
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,0,2,True,0.18846210448859455,0.0026195732155997187,0.5851098901098901,0.0054395604395604535
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,0,False,0.18596026490066225,0.0011184694628403463,0.5902747252747254,0.00016483516483517535
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,0,True,0.185224429727741,0.0007947019867549643,0.5921428571428571,0.0012637362637362703
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,1,False,0.17640912435614425,1.4716703458428348e-05,0.5963186813186813,0.0006043956043956245
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,1,True,0.17816041206769684,0.0008830022075054927,0.596153846153846,0.0006593406593406459
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,2,False,0.18350257542310522,0.0005739514348785807,0.5956593406593406,0.00027472527472527375
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,1,2,True,0.18406181015452538,0.007431935246504789,0.5949450549450549,0.005934065934065869
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,0,False,0.18532744665194997,0.0008388520971302493,0.5874175824175825,0.003461538461538516
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,0,True,0.1904635761589404,0.0006181015452538519,0.5874725274725274,0.003296703296703285
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,1,False,0.17701250919793965,0.0014716703458425157,0.5943406593406593,0.0019230769230769162
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,1,True,0.17679175864606328,0.00013245033112582738,0.5918131868131868,0.00027472527472521824
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,2,False,0.17788079470198678,4.415011037525729e-05,0.5992857142857142,0.00016483516483511984
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,16,8,255,rstdp,2,2,True,0.1822222222222222,0.0,0.597032967032967,0.0003296703296702952
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,0,False,0.1906843267108168,0.0002796173657100831,0.5958791208791209,5.4945054945076954e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,0,True,0.19059602649006624,0.00013245033112584126,0.5927472527472528,0.0006593406593406459
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,1,False,0.1823693892568065,0.0014716703458425157,0.5996703296703296,0.0008791208791208427
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,1,True,0.1872259013980868,0.0010596026490066052,0.6006043956043956,0.0011538461538462275
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,2,False,0.18356144223693893,0.0004562178072112094,0.6015384615384615,0.0002197802197801968
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,0,2,True,0.1857983811626196,0.0049595290654893265,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,0,False,0.19456953642384106,0.0006033848417954374,0.5929120879120878,0.0019230769230769162
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,0,True,0.19745401030169243,0.0009565857247976484,0.5928571428571427,0.0020879120879120916
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,1,False,0.18476821192052978,0.0009565857247976622,0.5965934065934065,0.0003296703296703507
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,1,True,0.1860927152317881,0.0009271523178808055,0.597032967032967,0.0003296703296702952
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,2,False,0.18148638704930092,0.00011773362766738515,0.5984065934065934,0.0024725274725274082
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,1,2,True,0.1828697571743929,0.001530537159676229,0.6006593406593406,0.0007692307692307998
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,0,False,0.20113318616629877,0.0009860191317144912,0.5942307692307691,0.0014835164835164671
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,0,True,0.2012214863870493,0.0018101545253862844,0.5956043956043956,0.003186813186813242
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,1,False,0.19106696100073584,0.0003973509933775099,0.595,0.0013736263736264243
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,1,True,0.19829286239882268,0.0009124356144223633,0.5957142857142858,0.0017582417582417964
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,2,False,0.1840176600441501,0.00235467255334805,0.5987912087912088,0.0027472527472527375
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,32,8,255,rstdp,2,2,True,0.1858866813833701,0.00266372332597499,0.5986813186813187,0.0005494505494505475
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,0,False,0.19031640912435616,8.830022075054234e-05,0.5932417582417582,0.0013736263736263687
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,0,True,0.19652685798381164,0.0011479028697571753,0.5968681318681319,0.0010439560439560736
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,1,False,0.18540103016924211,0.0007947019867549643,0.5995604395604395,0.0014285714285714457
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,1,True,0.18740250183958795,0.00235467255334805,0.5973076923076923,0.0018131868131868178
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,2,False,0.18613686534216334,0.0006475349521707086,0.6013186813186813,0.0003296703296703507
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,0,2,True,0.18938925680647534,0.0004856512141280245,0.6015384615384616,0.0001098901098900984
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,0,False,0.19164091243561443,0.0017071376011773554,0.5946153846153845,0.003846153846153888
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,0,True,0.20025018395879324,0.0004267844002943111,0.5992307692307692,0.0016483516483517535
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,1,False,0.18195732155997058,0.0015894039735099563,0.5958791208791208,0.0004945054945054705
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,1,True,0.18847682119205295,0.0031640912435614704,0.5991208791208791,0.004615384615384632
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,2,False,0.1860044150110375,0.0010448859455482185,0.6008791208791209,0.0007692307692307998
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,1,2,True,0.1845916114790287,0.001604120676968357,0.6014835164835164,0.00027472527472527375
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,0,False,0.19168506254598972,0.0010154525386313756,0.5904945054945054,0.0007142857142857784
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,0,True,0.198027961736571,0.000500367917586439,0.5978571428571429,0.0021428571428571686
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,1,False,0.18690213392200145,0.001059602649006633,0.5948351648351649,0.0007692307692307443
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,1,True,0.19389256806475347,0.000544518027961724,0.5932967032967033,0.004175824175824183
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,2,False,0.18618101545253862,0.004282560706401775,0.600054945054945,5.494505494502144e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,32,64,8,255,rstdp,2,2,True,0.18523914643119943,7.358351729211399e-05,0.599065934065934,5.4945054945076954e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,0,False,0.182075055187638,0.0006769683590875514,0.5963736263736263,0.0005494505494505475
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,0,True,0.18746136865342164,0.0014422369389256728,0.5965934065934065,0.0027472527472527375
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,1,False,0.18313465783664457,0.000588668138337009,0.6013186813186813,0.0003296703296703507
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,1,True,0.1843561442236939,0.001456953642384115,0.6017032967032967,5.494505494502144e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,2,False,0.18375275938189845,0.0015011037527594001,0.6017032967032967,5.494505494502144e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,0,2,True,0.18619573215599705,0.0019426048565121534,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,0,False,0.18466519499632084,0.00041206769683588274,0.5928571428571427,7.850462293418876e-17
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,0,True,0.1872259013980868,0.003620309050772638,0.5953296703296704,0.00038461538461537215
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,1,False,0.18289919058130977,0.0003237674760853543,0.6006593406593406,0.0007692307692307443
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,1,True,0.19031640912435616,0.0027961736571007895,0.5998351648351647,0.00038461538461537215
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,2,False,0.18862398822663723,7.358351729212786e-05,0.6015384615384616,0.0001098901098900984
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,1,2,True,0.1844591611479029,0.0029139072847682163,0.6021428571428571,0.0004945054945055261
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,0,False,0.18710816777041941,0.001059602649006619,0.5931318681318681,0.0008241758241758212
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,0,True,0.19066961000735833,0.0030022075055187725,0.5933516483516483,0.0018131868131867623
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,1,False,0.18978660779985285,0.0012067696835908887,0.5976373626373626,0.0004945054945055261
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,1,True,0.1964532744665195,4.4150110375285045e-05,0.5977472527472527,0.00027472527472521824
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,2,False,0.1895217071376012,0.002913907284768244,0.5989010989010989,0.0013186813186812918
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,16,8,255,rstdp,2,2,True,0.18744665194996324,0.0003090507726269537,0.6008791208791209,0.0006593406593407014
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,0,False,0.17820456217807212,0.001133186166298747,0.5954945054945056,0.0004395604395604491
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,0,True,0.18188373804267843,4.415011037527117e-05,0.5945054945054945,0.0008791208791208982
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,1,False,0.18513612950699043,0.004267844002943347,0.5923076923076923,0.00659340659340657
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,1,True,0.18276674025018397,0.0038999264164827213,0.5881868131868132,0.002362637362637421
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,2,False,0.18585724797645325,0.002398822663723335,0.5964285714285713,0.0022527472527472114
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,0,2,True,0.18700515084621044,0.003370125091979384,0.5939010989010989,0.00038461538461542766
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,0,False,0.17892568064753495,0.0020603384841795386,0.5925274725274725,0.0003296703296703507
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,0,True,0.18002943340691682,0.00010301692420899844,0.5925274725274725,0.000549450549450492
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,1,False,0.18379690949227373,0.00042678440029432496,0.5967032967032967,0.001098901098901095
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,1,True,0.18051508462104487,0.0006769683590875653,0.5942307692307692,0.0013736263736263687
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,2,False,0.18728476821192053,0.0009418690213392616,0.6006593406593406,0.0004395604395604491
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,1,2,True,0.18538631346578366,0.002075055187637953,0.5999450549450549,0.0013736263736263687
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,0,False,0.18718175128771158,0.003370125091979384,0.587032967032967,0.001538461538461544
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,0,True,0.1889036055923473,0.0015305371596762152,0.5875274725274726,0.00027472527472521824
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,1,False,0.18610743193524654,0.0017071376011773137,0.5917582417582418,0.000989010989010941
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,1,True,0.1911994113318617,0.00047093451066958225,0.5928571428571429,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,2,False,0.1866813833701251,0.0011037527593818763,0.5998901098901099,0.001648351648351698
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,32,8,255,rstdp,2,2,True,0.18676968359087565,0.0016335540838852275,0.6014835164835164,0.0004945054945055261
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,0,False,0.186401766004415,0.00011773362766739903,0.5985164835164835,0.0009340659340659752
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,0,True,0.19021339220014716,0.0006916850625460214,0.5982417582417582,0.0006593406593407014
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,1,False,0.18440029433406918,5.8866813833699516e-05,0.5975274725274725,0.0004945054945054705
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,1,True,0.18141280353200884,0.000397350993377496,0.5990109890109889,0.0023076923076922884
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,2,False,0.18363502575423102,0.00011773362766741291,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,0,2,True,0.18173657100809415,0.005224429727740995,0.6015934065934065,5.494505494502144e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,0,False,0.19211184694628403,0.0012656364974245743,0.5930769230769231,0.0003296703296702952
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,0,True,0.19632082413539367,0.0041795437821927905,0.595054945054945,0.002087912087912147
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,1,False,0.18350257542310525,0.0018984547461368406,0.5991208791208791,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,1,True,0.18934510669610005,0.0017365710080941982,0.5976923076923076,0.000989010989010941
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,2,False,0.18253127299484914,0.001103752759381904,0.6016483516483516,0.00010989010989004289
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,1,2,True,0.18373804267844002,0.00025018395879321254,0.60010989010989,0.0014285714285715012
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,0,False,0.1954819720382634,0.0014275202354672722,0.595054945054945,0.002417582417582387
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,0,True,0.20120676968359089,0.00020603384841794137,0.5948351648351649,0.0013186813186813473
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,1,False,0.19013980868285504,0.004238410596026476,0.5952197802197803,0.002252747252747267
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,1,True,0.19187637969094923,0.0019720382634289824,0.5996703296703296,0.001538461538461544
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,2,False,0.18897718910963945,0.004665194996320815,0.5997802197802198,0.0013186813186813473
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,64,64,8,255,rstdp,2,2,True,0.18559234731420166,0.0004856512141280106,0.6011538461538461,5.494505494502144e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,0,False,0.18253127299484917,0.00013245033112582738,0.5968681318681318,5.4945054945076954e-05
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,0,True,0.18440029433406918,0.0016188373804267991,0.5985164835164836,0.0024725274725274082
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,1,False,0.1841795437821928,0.001486387049300944,0.6015934065934065,0.00016483516483511984
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,1,True,0.18503311258278143,0.0022222222222222227,0.601043956043956,0.0007142857142856673
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,2,False,0.1806328182487123,0.0012362030905077315,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,0,2,True,0.1852832965415747,0.001089036055923448,0.6016483516483516,0.0
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,1,0,False,0.1821486387049301,0.0007505518763796931,0.5930769230769231,7.850462293418876e-17
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,1,0,True,0.18259013980868288,0.002369389256806506,0.595934065934066,0.0009890109890109966
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,1,1,False,0.189654157468727,0.0011037527593818902,0.6005494505494505,0.0008791208791208982
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,1,1,True,0.1880353200883002,0.002634289919058133,0.6013736263736263,0.00016483516483523086
10,0,500,4,6,10,50,4,1.5,7,0.15,35,128,1024,0,3,,2,3,3,128,16,8,255,rstdp,1,2,False,0.18363502575423102,0.0027961736571008172,0.6013186813186813,0.0003296703296703507
