fast_threshold,response_cutoff,max_keypoints,n_bins_x,n_bins_y,n_threshold_levels,threshold_max,n_dist_bits,dist_max_m,n_aruco_bins,angular_dead_zone,n_inputs,decay,threshold,reset,lr_shift,w_init,t_pre,t_post,tau_e_shift,dw_pos,dw_neg,w_min,w_max,mode,dopamine_correct_shift,dopamine_wrong_shift,mean_train_acc,std_train_acc,mean_test_acc,std_test_acc
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5108903605592348,0.005739514348785779,0.27053571428571427,0.007898351648351676
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2509565857247977,0.018064753495217037,0.46620879120879133,0.016483516483516564
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5753495217071376,0.008682855040470838,0.34828296703296696,0.0022664835164835084
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2397718910963944,0.006070640176600417,0.4097527472527473,0.0010989010989011505
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2976637233259749,0.025772626931567344,0.33324175824175817,0.021153846153846162
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.24034216335540842,0.0009013980868285837,0.46133241758241755,0.0716346153846153
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5581677704194262,0.0021339220014716664,0.4304258241758242,0.04388736263736259
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.23636865342163355,0.01778881530537159,0.4543956043956044,0.0608516483516483
20,0.0,500,4,3,25,500,4,2.0,3,0.15,19,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4151582045621781,0.10684326710816774,0.3399038461538462,0.07204670329670332
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4571376011773363,0.12869757174392932,0.41181318681318685,0.030906593406593352
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.766298749080206,0.00040470934510672407,0.35989010989010983,0.0
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2703642384105961,0.008038999264164765,0.5002747252747252,0.0013736263736262577
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.440103016924209,0.02005150846210446,0.2675824175824176,0.00837912087912085
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.7566593083149374,0.01751287711552607,0.35137362637362635,0.006730769230769235
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.6556107431935245,0.13795069904341428,0.2984203296703296,0.020260989010988967
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2464495952906549,0.004580573951434977,0.4315247252747253,0.02644230769230771
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3195732155997057,0.020566593083149398,0.33619505494505486,0.018063186813186832
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3318064753495217,0.06072479764532754,0.3933379120879121,0.025343406593406614
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4650478292862399,0.021707137601177373,0.3945054945054945,0.04299450549450551
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.24970566593083154,0.003532008830022082,0.37369505494505506,0.003777472527472542
20,0.0,500,4,3,25,500,4,2.0,5,0.15,21,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.24689109639440762,0.001195732155996998,0.4442994505494504,0.030975274725274643
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.7037343635025753,0.0019683590875643198,0.3427197802197802,0.0402472527472528
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.48073951434878587,0.00263061074319354,0.2331043956043956,0.008379120879120863
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4073767476085356,0.016206769683590833,0.3351648351648351,0.01565934065934066
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45956585724797644,0.008572479764532737,0.19148351648351647,0.04945054945054944
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.34199779249448115,0.012564385577630621,0.2632554945054945,0.019024725274725263
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4612582781456954,0.027152317880794724,0.19993131868131872,0.0003434065934065922
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.31756806475349525,0.006420161883738007,0.3542582417582418,0.013461538461538525
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.46331861662987495,0.0045253863134657735,0.21497252747252743,0.035439560439560466
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3583333333333333,0.03349889624724067,0.27877747252747254,0.033722527472527436
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4536607799852833,0.0056475349521706575,0.20995879120879124,0.009684065934065927
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.28451066961000726,0.001066961000735861,0.2457417582417582,0.0177197802197802
20,0.0,500,4,6,10,100,3,1.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45991537895511403,0.005463576158940442,0.21497252747252749,0.01909340659340658
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.6043230316409125,0.23070272259013982,0.3022664835164835,0.04732142857142857
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.48951434878587197,0.008903605592347319,0.20714285714285713,0.012912087912087936
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2632634289919058,0.012785136129506935,0.3475961538461538,0.0401785714285714
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.488944076526858,0.009179543782192767,0.14409340659340658,0.003434065934065922
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.45860927152317876,0.0005150846210448812,0.36401098901098894,0.005082417582417564
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4644223693892569,0.007395143487858802,0.253021978021978,0.02225274725274723
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.31043046357615894,0.015139808682854972,0.2897664835164835,0.04951923076923076
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.47781456953642387,0.005114054451802824,0.21799450549450547,0.05384615384615385
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3993193524650478,0.038392200147167016,0.3273351648351649,0.04725274725274731
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4583333333333333,0.005463576158940331,0.20940934065934066,0.0030906593406593297
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.30090139808682853,0.02327078734363508,0.34526098901098906,0.07108516483516486
20,0.0,500,4,6,10,100,3,1.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4564201618837381,0.018818984547461393,0.24189560439560442,0.024313186813186796
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.8309050772626931,0.00022075055187642523,0.34285714285714286,0.010989010989010978
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.6006438557763061,0.011055923473142104,0.26820054945054944,0.01037087912087914
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2794150110375275,0.04792126563649743,0.3344093406593407,0.031662087912087994
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.47201986754966885,0.0007174392935982155,0.20618131868131867,0.0364010989010989
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4315489330389992,0.06992273730684329,0.3695054945054945,0.03585164835164836
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45980500367917587,0.004911699779249434,0.20796703296703298,0.0012362637362637319
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2535871964679911,0.022203826342899163,0.4923076923076922,0.0030219780219780112
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5067512877115528,0.01672185430463574,0.22609890109890107,0.01236263736263736
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3615526122148639,0.0014348785871965142,0.30178571428571427,0.003434065934065922
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5204746136865341,0.0015636497424578177,0.22616758241758242,0.0003434065934065922
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2722406181015453,0.0007910228108904127,0.3484203296703296,0.008310439560439586
20,0.0,500,4,6,10,100,3,2.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.46234363502575426,0.0030353200883002085,0.22396978021978026,0.00940934065934064
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.8373620309050772,0.0020419426048564615,0.35913461538461533,0.0002060439560439553
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5352465047829287,0.01931567328918321,0.2489010989010989,0.012362637362637374
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3572663723325975,0.05472774098601921,0.3668956043956044,0.02019230769230776
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4736387049300956,0.0016004415011037776,0.17500000000000002,0.009340659340659363
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.8324503311258278,0.0012877115526122584,0.35274725274725266,0.0035714285714285587
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4614974245768948,0.00469094922737312,0.21820054945054945,0.013804945054945048
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.295364238410596,0.004451802796173687,0.33708791208791206,0.017994505494505486
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5119389256806476,0.0017108167770418792,0.1774038461538462,0.007486263736263779
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5374724061810154,0.020842531272994902,0.3798076923076923,0.03241758241758244
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.46188373804267846,0.0004415011037528227,0.20625000000000002,0.0033653846153846034
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2926048565121413,0.017623252391464367,0.34052197802197803,0.08282967032967034
20,0.0,500,4,6,10,100,3,2.0,5,0.15,32,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4796357615894041,0.0008646063281825267,0.23028846153846155,0.02067307692307692
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.6510117733627667,0.07029065489330383,0.35000000000000003,0.02019230769230773
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4790103016924208,0.010504047093451152,0.2156593406593407,0.002060439560439553
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.347700515084621,0.062821927888153,0.38035714285714284,0.024313186813186866
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4683406916850626,0.01683222958057401,0.21861263736263736,0.022870879120879095
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4893119941133187,0.0935430463576159,0.3397664835164834,6.868131868134619e-05
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.49288079470198676,0.003771155261221487,0.21153846153846156,0.008104395604395603
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.30143487858719653,0.01681383370125089,0.3177197802197802,0.036401098901098855
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4897902869757174,0.007671081677704195,0.1682005494505494,0.005288461538461561
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.44701986754966894,0.06979396615158209,0.3484890109890109,0.0005494505494505475
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.48831861662987497,0.010577630610743294,0.23695054945054944,0.016071428571428556
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.29030537159676234,0.013925680647534966,0.31311813186813187,0.04402472527472526
20,0.0,500,4,6,10,100,4,1.0,3,0.15,31,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.45772626931567345,0.012104488594554874,0.23962912087912086,0.019986263736263707
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.7321743929359823,0.10759749816041209,0.3277472527472528,0.04038461538461538
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.47086092715231787,0.03289183222958056,0.18914835164835164,0.02032967032967034
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4733259749816041,0.0024650478292861933,0.3523351648351648,0.013873626373626352
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.500478292862399,0.01721854304635767,0.2232142857142857,0.07376373626373624
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.6799484915378956,0.03767476085356891,0.3372252747252747,0.003434065934065922
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4890360559234731,0.012104488594554708,0.21607142857142858,0.007005494505494508
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3061074319352465,0.021891096394407672,0.4570741758241759,0.049793956043956145
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5129139072847684,0.010228108903605537,0.17706043956043954,0.002060439560439553
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4033848417954379,0.026306107431935205,0.3094093406593406,0.006936813186813162
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.47866077998528334,0.005997056659308275,0.22445054945054943,0.020054945054945025
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.27124724061810157,0.012895511405445204,0.2590659340659341,0.018406593406593397
20,0.0,500,4,6,10,100,4,1.0,5,0.15,33,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.3923657100809418,0.07647167034584254,0.24581043956043955,0.009684065934065927
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.8144407652685799,0.0017108167770418792,0.33461538461538454,0.012637362637362648
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5814017660044151,0.004323031640912467,0.24924450549450547,0.004464285714285726
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3644407652685798,0.07963576158940402,0.4095467032967034,0.07039835164835176
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4712288447387785,0.006990434142751967,0.25659340659340657,0.0012362637362637596
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.4722038263428993,0.09560338484179548,0.3370192307692308,0.03729395604395605
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5830022075055188,0.04002943340691684,0.2448489010989011,0.003502747252747268
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3418322295805739,0.03892568064753496,0.37287087912087913,0.11050824175824173
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.470879323031641,0.0227557027225902,0.2699175824175824,0.05975274725274722
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.43371964679911706,0.07492641648270798,0.3429258241758241,0.008035714285714313
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.6868101545253864,0.0015636497424576512,0.26380494505494506,0.005425824175824212
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.29354304635761597,0.03511773362766743,0.37706043956043966,0.0017857142857142794
20,0.0,500,4,6,10,100,4,2.0,3,0.15,31,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4710816777041944,0.003164091243561401,0.26648351648351654,0.007967032967032966
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.826177336276674,0.002078734363502588,0.3594093406593406,0.0006181318681318937
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7429175864606328,0.0010117733627665881,0.268956043956044,0.0046703296703296815
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3369573215599706,0.06197571743929356,0.3653159340659341,0.010645604395604497
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4355592347314202,0.040415746872700636,0.3243131868131868,0.0598901098901099
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.8355960264900661,0.002630610743193429,0.362087912087912,0.005219780219780201
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.7379874908020604,0.0034400294334069326,0.24107142857142855,0.0012362637362637319
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3216703458425313,0.036129506990434074,0.4379807692307693,0.080151098901099
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.49700147167034586,0.011681383370125087,0.17891483516483514,0.020810439560439584
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.5204378219278881,0.06911331861662973,0.3540521978021978,0.05583791208791211
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.5832229580573951,0.05209713024282564,0.2383241758241758,0.01195054945054945
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.3240434142752024,0.0117917586460633,0.3553571428571429,0.004395604395604463
20,0.0,500,4,6,10,100,4,2.0,5,0.15,33,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.4863318616629875,0.017163355408388425,0.24409340659340661,0.027747252747252718
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.20561074319352465,0.02264532744665196,0.5629120879120879,0.035439560439560425
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2290470934510669,0.0024466519499631856,0.5337912087912089,0.0013736263736263687
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.19957689477557025,0.0011589403973509826,0.5193681318681319,0.0026098901098901006
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.23999264164827072,0.016850625459896962,0.6085164835164836,0.006868131868131788
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.21379690949227376,0.00018395879323029884,0.531868131868132,0.0013736263736263132
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2562729948491538,0.030886681383370113,0.4607142857142857,0.0804945054945056
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2202722590139809,0.006475349521707141,0.5673076923076923,0.03159340659340648
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.284896983075791,0.042365710080941824,0.5467032967032968,0.002747252747252793
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.22165194996320825,0.00042310522442973175,0.587706043956044,0.0013049450549451058
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.22672921265636498,0.0001655629139072773,0.5732142857142857,0.034752747252747296
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,256,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2658388520971302,0.0446467991169978,0.4835164835164834,0.12087912087912084
20,0.0,500,4,6,10,500,3,1.0,3,0.15,30,256,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.36536055923473143,0.037067696835908714,0.2293956043956044,0.039835164835164805
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,128,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.29381898454746136,0.06545253863134656,0.48385989010989017,0.10583791208791216
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,128,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.27615894039735106,0.007615894039735116,0.5989697802197802,0.009821428571428703
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,128,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2088300220750552,0.0020971302428255817,0.5587225274725276,0.02987637362637363
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,128,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2397534952170714,0.040599705665930796,0.5755494505494506,0.0535714285714286
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,192,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.32062178072111847,0.015323767476085437,0.3649038461538462,0.0076236263736264576
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,192,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.26287711552612214,0.029028697571743894,0.46291208791208793,0.0755494505494505
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,192,1024,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2663171449595291,0.027906548933039038,0.4621565934065933,0.11833791208791208
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,192,1024,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.23725165562913908,0.0012325239146431244,0.5453296703296704,0.0013736263736264243
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,256,512,0,3,,2,3,4,64,8,8,255,rstdp,0,1,0.2688925680647534,0.020879323031640917,0.4526785714285715,0.09278846153846165
20,0.0,500,4,6,10,500,3,1.0,5,0.15,32,256,512,0,4,,2,3,4,64,8,8,255,rstdp,0,1,0.2632082413539367,0.007174392935982404,0.5358516483516484,0.07431318681318683
